ce_id,ce_name,cmd_idx,japanese_text,vietnamese_translation
416,メインストーリー7-1,76,早く抱きたいっ、えっちしたい……っ♡」,
416,メインストーリー7-1,98,何せ私の選んだこの服は可愛いとのことですから。,
416,メインストーリー7-1,112,耳が赤くなっていますよ。,
416,メインストーリー7-1,126,羞恥心を煽られてしまいましたか？,
416,メインストーリー7-1,140,今から行うのは心を読んでくる魔物への耐性を付ける治療なのですから。,
416,メインストーリー7-1,154,考えている言葉は……、,
416,メインストーリー7-1,175,セラさんの下品なセリフ好きぃ……♡」,
416,メインストーリー7-1,211,ぜーんぶ丸裸にしてさしあげます。,
417,メインストーリー7-2,30,偉いですね。,
417,メインストーリー7-2,33,セラさんのおかげです。,
417,メインストーリー7-2,47,改善されてきたのではないでしょうか。,
417,メインストーリー7-2,76,あなたの様子をお聞かせ願います。,
417,メインストーリー7-2,81,その、油断してたのもあって負けちゃいましたね～……。,
417,メインストーリー7-2,84,負けちゃったっけ……。,
417,メインストーリー7-2,104,たまたま最近は負け続きだっただけなんです！,
417,メインストーリー7-2,120,本当に重症ですね、あなたは。,
417,メインストーリー7-2,149,恥ずかしいからって隠していましたね？,
417,メインストーリー7-2,178,あるみたいですね。,
418,メインストーリー8-1,22,治療をするということですか？,
418,メインストーリー8-1,36,少々趣が誓うかもしれませんが。,
418,メインストーリー8-1,50,試しにあなたの被暗示性を検証してみましょうか。,
418,メインストーリー8-1,64,コホン。,
418,メインストーリー8-1,87,うぅ……。,
418,メインストーリー8-1,106,やはりあなたは催眠に弱かったようです。,
418,メインストーリー8-1,120,行動させることができる魔法があるのです。,
418,メインストーリー8-1,147,どうか耐えてくださいね。,
418,メインストーリー8-1,182,このまま治療を始めてしまいましょう。,
419,メインストーリー8-2,29,今日も治療を……、,
419,メインストーリー8-2,59,どうしたんですか？,
419,メインストーリー8-2,64,切らしてしまったせいで手当できていなくて。,
419,メインストーリー8-2,67,包帯か何か置いてたり――。,
419,メインストーリー8-2,87,急いで手当をしなければ。,
419,メインストーリー8-2,101,私があなた専属ナースとして絶対に治してあげますからね。,
419,メインストーリー8-2,105,ってうわぁ！？,
419,メインストーリー8-2,128,少し沁みますよ。,
419,メインストーリー8-2,142,ここをこうして……。,
419,メインストーリー8-2,171,あなたがけがをした際のことも想定していました。,
419,メインストーリー8-2,185,物理的な手当になりますが。,
419,メインストーリー8-2,199,すべて私が治します。,
419,メインストーリー8-2,213,使わないようにしてください。,
419,メインストーリー8-2,218,ナースになったのは最近って言ってましたけど。,
419,メインストーリー8-2,245,あなたのために。,
419,メインストーリー8-2,259,そう思っているので。,
419,メインストーリー8-2,262,そんなに心配しなくても大丈夫ですよ。,
419,メインストーリー8-2,276,心配します。,
419,メインストーリー8-2,318,だめです。,
419,メインストーリー8-2,349,とても素敵だと思います。,
419,メインストーリー8-2,391,身体の傷もチェックしますからね。,
419,メインストーリー8-2,405,少々お待ちください。,
420,メインストーリー9-1,59,楽しんでいってください。,
420,メインストーリー9-1,75,施術を行おうと思います。,
420,メインストーリー9-1,91,私は気づきました。,
420,メインストーリー9-1,105,色仕掛けで騙されてしまうだろうということに。,
420,メインストーリー9-1,119,時には知らない町の夜のお店へ誘われる可能性があります。,
420,メインストーリー9-1,133,身ぐるみをはがされてしまわないよう、,
420,メインストーリー9-1,162,あなたには刺激が強過ぎます。,
420,メインストーリー9-1,176,冷静な判断ができるはずです。,
420,メインストーリー9-1,190,本来好きであるあなたからの誉め言葉も華麗にスルーします。,
420,メインストーリー9-1,204,あなたはいつもとは違う戦法で私に挑んできてください。,
420,メインストーリー9-1,225,私と一緒に楽しいひと時を過ごしましょうね。,
421,メインストーリー9-2,31,ショーをするお店ではお酒を飲むと聞きました。,
421,メインストーリー9-2,45,心配なので、一緒にお酒を飲みましょう。,
421,メインストーリー9-2,61,今のうちに耐性をつけておきましょう。,
421,メインストーリー9-2,77,おつぎしますね。,
421,メインストーリー9-2,91,良さそうなものを選びました。,
421,メインストーリー9-2,94,ご馳走になっちゃってなんだか悪いですね。,
421,メインストーリー9-2,112,私には美味しさが分からないかもしれませんが……。,
421,メインストーリー9-2,126,私も飲んだ方が実践に即しているかもしれませんね。,
421,メインストーリー9-2,155,乾杯。,
421,メインストーリー9-2,159,ん！　これ、美味しいです！,
421,メインストーリー9-2,187,やはり甘くはないのですね。,
421,メインストーリー9-2,190,でも料理に合うと思いますよ。,
421,メインストーリー9-2,204,良いですね。作りましょう。,
421,メインストーリー9-2,207,ここ、キッチンありましたっけ？,
421,メインストーリー9-2,222,なので作りません。,
421,メインストーリー9-2,225,セ、セラさん……？,
421,メインストーリー9-2,239,うふふ。,
421,メインストーリー9-2,257,ふわふわします。,
421,メインストーリー9-2,260,セラさん、もしかしてもう酔いました？,
421,メインストーリー9-2,289,ほら、お顔を見せてください。,
421,メインストーリー9-2,326,ちゅ……っ。,
421,メインストーリー9-2,352,ぶどうの味がしませんね。,
421,メインストーリー9-2,367,ごくっ……ごくっ……。,
421,メインストーリー9-2,370,今日はこれくらいにしておきましょう！,
421,メインストーリー9-2,385,飲みます。,
421,メインストーリー9-2,424,ごくっ……。ほら、飲みましたよ。,
421,メインストーリー9-2,439,んふふ。,
421,メインストーリー9-2,456,好き。,
422,メインストーリー10-1,25,難しい顔をして。,
422,メインストーリー10-1,39,文面では変化が表記しきれていないところがありまして。,
422,メインストーリー10-1,55,色々考えてもらってありがとうございます。,
422,メインストーリー10-1,82,お付き合いしていただきたいです。,
422,メインストーリー10-1,85,どんな方法ですか？,
422,メインストーリー10-1,106,明確な数値が記されていないことが挙げられます。,
422,メインストーリー10-1,122,想像できないですね。,
422,メインストーリー10-1,136,私があなたにカウントダウンを行うんです。,
422,メインストーリー10-1,194,どの数字まで耐えられたか数値を記録できますよね？,
422,メインストーリー10-1,208,身体がぶるりと震えましたね。,
422,メインストーリー10-1,222,これも記録しておきましょう。,
422,メインストーリー10-1,236,さっそく始めていきましょうか。,
423,メインストーリー10-2,14,店内にセラがいることに気づいた。,
423,メインストーリー10-2,39,そういうの冷やかしって言うんだよぉ？,
423,メインストーリー10-2,53,これは必要なことです。,
423,メインストーリー10-2,67,神に誓って言えますか？,
423,メインストーリー10-2,96,はいこの話おしまーい。,
423,メインストーリー10-2,123,私が許しませんからね。,
423,メインストーリー10-2,139,できないっての……。,
423,メインストーリー10-2,153,おすすめの商品を見せてください、店員さん。,
423,メインストーリー10-2,169,そーですねぇ、お客さんにおすすめなのは……。,
423,メインストーリー10-2,198,確かに治療に役立てられる可能性がありますね……。,
423,メインストーリー10-2,214,私は女ですから、サキュバス視点の方が良いのでは。,
423,メインストーリー10-2,228,やっぱり天使ちゃんはあの人のことぜーんぜん知らないんだね～♡,
423,メインストーリー10-2,270,律儀に勉強しているお兄さんの姿を想像するんです。,
423,メインストーリー10-2,286,マゾの癖に可愛い～って気持ちになれますよ♡,
423,メインストーリー10-2,315,サキュバスも販売員も同じ。,
423,メインストーリー10-2,357,このくらい余裕余裕♡,
423,メインストーリー10-2,399,本当は強いのに女性に弱いというギャップがまた愛らしいのです。,
423,メインストーリー10-2,428,裏ではあんあん鳴かされてるのが笑えるって感じ。,
423,メインストーリー10-2,442,案外私達の趣味は近しいのかもしれません。,
423,メインストーリー10-2,469,やっぱり自分の知らない一面とか気になっちゃう？♡,
423,メインストーリー10-2,483,魔物の名折れだしな～。,
423,メインストーリー10-2,497,特別特典としてお兄さんのマル秘情報が付いてくるけどどうする？♡,
423,メインストーリー10-2,512,やはり魔物は魔物ですね。,
423,メインストーリー10-2,540,じゃあまず手始めに棚のここからここまでを……。,
423,メインストーリー10-2,558,やっほー。,
423,メインストーリー10-2,576,みっともないところを見せてしまいましたね。,
423,メインストーリー10-2,592,自分以外へどう接しているかくらい、本人から聞けばいいことです。,
424,メインストーリー11-1,20,あなたに治療前の準備をしてもらわないといけません。,
424,メインストーリー11-1,36,ごくっ……。,
424,メインストーリー11-1,39,この薬、どんな効果が――。,
424,メインストーリー11-1,46,うわぁぁ……！？,
424,メインストーリー11-1,62,身体的能力が弱体化された状態を想定しておりまして。,
424,メインストーリー11-1,76,あなたへの試練として丁度いいでしょう。,
424,メインストーリー11-1,90,一緒にベッドの方に行こっか。,
424,メインストーリー11-1,107,今のあなたにはこういった言葉遣いが適切でしょう？,
424,メインストーリー11-1,121,年上のお姉さんに優しく手ほどきして欲しいよね？,
424,メインストーリー11-1,135,頑張って上向いてる。可愛い。,
424,メインストーリー11-1,149,お姉さんと一緒に、悪ーい早漏の病気、治していこうねー。,
425,メインストーリー11-2,31,いらっしゃいましたか。,
425,メインストーリー11-2,62,どうかしましたか？,
425,メインストーリー11-2,65,実はギルドからのクエストに失敗してしまって。,
425,メインストーリー11-2,68,久しぶりだったので、少しこたえてます……。,
425,メインストーリー11-2,82,心のケアが必要です。,
425,メインストーリー11-2,96,今は厳しい施術ではなく優しいお世話が必要です。,
425,メインストーリー11-2,141,苦しかったですよね。,
425,メインストーリー11-2,155,なので私が許します。,
425,メインストーリー11-2,200,胸に飛び込めてえらいえらい。,
425,メインストーリー11-2,214,治療してあげます。,
425,メインストーリー11-2,240,おかげ様で元気出ました。,
425,メインストーリー11-2,256,あなた専属のナースとして当然のことをしたまでです。,
425,メインストーリー11-2,259,早漏治療とは関係ないことですし……。,
426,メインストーリー12-1,39,少し監視しようと窓から覗いたのですが、,
426,メインストーリー12-1,68,あの、なんか怒ってます……？,
426,メインストーリー12-1,84,怒っていませんが……なんだかモヤモヤしています。,
426,メインストーリー12-1,98,あなたにぶつけたいと感じてしまっています。,
426,メインストーリー12-1,114,今日も変わらず治療にいそしみます。,
426,メインストーリー12-1,136,セ、セラさんなんで腕を掴んで……力強っ！,
426,メインストーリー12-1,150,人間の力では天使の私にはかないません。,
426,メインストーリー12-1,177,考えていませんのでご安心を。,
427,メインストーリー12-2,21,いえ、初めて聞きました。,
427,メインストーリー12-2,26,レベルドレインをされた冒険者が後を絶たないそうです。,
427,メインストーリー12-2,29,そうなのですが、,
427,メインストーリー12-2,32,「堕天使」と呼ばれているみたいです。,
427,メインストーリー12-2,37,一応天使らしいということで討伐ではなく捕縛の対象にされています。,
427,メインストーリー12-2,42,覚えておきます。,
427,メインストーリー12-2,66,えらいですよ。,
427,メインストーリー12-2,69,今日のクエストは平和でした。,
427,メインストーリー12-2,72,天使の中に堕天使っているんですか？,
427,メインストーリー12-2,139,そう呼んでいますから。,
427,メインストーリー12-2,142,人間を利用しちゃいけないってやつですか？,
427,メインストーリー12-2,159,どこでそれを……？,
427,メインストーリー12-2,192,他にも色々ありますが。,
427,メインストーリー12-2,206,天から追放されるのです。,
427,メインストーリー12-2,220,堕とされるなんて、天使からすれば恐怖でしかありません。,
427,メインストーリー12-2,236,元からここで生きてる僕らからすると不思議です。,
427,メインストーリー12-2,239,そんなことされないんですもんね。,
427,メインストーリー12-2,254,もちろんです。,
427,メインストーリー12-2,313,私もその話知ってるよ～。,
427,メインストーリー12-2,329,闇属性の魔導書がよく売れてるんだよね！,
427,メインストーリー12-2,358,だったらこの幸運を引き寄せる鈴なんてどう？,
427,メインストーリー12-2,361,結構です。,
427,メインストーリー12-2,364,お金で買ってもいいと思っています。,
427,メインストーリー12-2,378,随分熱心だね。,
427,メインストーリー12-2,392,サキュバスの真似事をしてるらしいって知ってるくらい。,
427,メインストーリー12-2,406,私は一人しか思いつかないんだけどな～？,
427,メインストーリー12-2,409,さすがに彼女は違うでしょう。,
427,メインストーリー12-2,438,お兄さんに疑われるとか天使ちゃんかわいそ～♡,
427,メインストーリー12-2,441,そういう煽りは効きませんから。,
427,メインストーリー12-2,483,獲物を盗られたくないからでも私は驚かないよ。,
427,メインストーリー12-2,503,僕に疑われたらかわいそうって。,
427,メインストーリー12-2,521,うっざ～い♡,
427,メインストーリー12-2,524,普通に腹が立ってきました……。,
428,メインストーリー13-1,20,ある程度あなたの負け癖を上書きできたと思います。,
428,メインストーリー13-1,34,上げましょう。,
428,メインストーリー13-1,48,大きくするだけですので問題ありませんよね？,
428,メインストーリー13-1,64,私に性癖を把握されているのに。,
428,メインストーリー13-1,78,それともこう言った方がよろしいでしょうか。,
428,メインストーリー13-1,95,この変態……。,
428,メインストーリー13-1,105,こくこくと頷いて情けないですね。,
428,メインストーリー13-1,125,しっかりと記録しておきます。,
428,メインストーリー13-1,139,強めの言葉を使って治療を行っていきましょう。,
428,メインストーリー13-1,158,ちんちん出せ、このマゾ……♡,
429,メインストーリー13-2,20,どうされましたか？　大丈夫ですか？,
429,メインストーリー13-2,23,助けてくれ……。,
429,メインストーリー13-2,38,ありがとうございます。,
429,メインストーリー13-2,41,しかし、ガリガリになるまで搾り取られていましたね、彼。,
429,メインストーリー13-2,46,相当厄介な相手ですね。,
429,メインストーリー13-2,49,集めていましたよね？,
429,メインストーリー13-2,52,共有していただきたいんですが……。,
429,メインストーリー13-2,55,実はあいつが堕天使だったんじゃないか！　みたいな！,
429,メインストーリー13-2,82,早く見つかるといいんですけどね。,
429,メインストーリー13-2,85,そうですね。,
429,メインストーリー13-2,95,セラさんがいない。,
429,メインストーリー13-2,146,気づいていませんでした。,
429,メインストーリー13-2,151,本……それも魔導書っぽかったけど……）,
429,メインストーリー13-2,175,それにしてはいつもより早く来られましたね。,
429,メインストーリー13-2,178,途中でクエストを中断して救助したんです。,
429,メインストーリー13-2,196,その、セラさんも気を付けてくださいね。,
429,メインストーリー13-2,210,聞くところによると男性ばかり狙っていると聞きましたが。,
429,メインストーリー13-2,228,もしセラさんがそいつに間違われたら大変だと思って。,
429,メインストーリー13-2,242,それは確かに問題です。,
429,メインストーリー13-2,258,絶対違うって分かるので、きっと大丈夫です。,
429,メインストーリー13-2,261,悪い天使じゃないって証明しますから！,
429,メインストーリー13-2,330,心配になって聞いてみただけです。,
429,メインストーリー13-2,333,うーん……。,
429,メインストーリー13-2,338,セラさんは多分僕に話せないことが色々あると思うんです。,
429,メインストーリー13-2,341,禁止されてるのかなって……。,
429,メインストーリー13-2,344,そういう事情で上手く弁明できないだけのはずです！,
429,メインストーリー13-2,373,仮定の話だと言っているのに。,
429,メインストーリー13-2,389,質問の答えにはなっていませんでしたが、構いません。,
429,メインストーリー13-2,415,もう出ないぃ……。,
429,メインストーリー13-2,426,期待外れですね。,
429,メインストーリー13-2,429,またレベルを貯めてきてください。,
429,メインストーリー13-2,443,もう少し品のある行動を心がけて欲しいものです。,
429,メインストーリー13-2,467,今はナースでもありますが。,
429,メインストーリー13-2,470,……あ、あぁ、なんだ、お仲間じゃないですか。,
429,メインストーリー13-2,473,あなたも手伝ってください。,
429,メインストーリー13-2,487,そのためにわざわざあなたを探していたのですから。,
429,メインストーリー13-2,503,少々時間がかかってしまいました。,
429,メインストーリー13-2,517,治療の合間にコツコツと探知を続けていて良かったです。,
429,メインストーリー13-2,531,あなた……堕天使ですらない、ただの魔物でしょう？,
429,メインストーリー13-2,534,私は悪者じゃないですよ……！,
429,メインストーリー13-2,544,天使ちゃんもいたのぉ？,
429,メインストーリー13-2,571,もしかして先越されちゃった？,
429,メインストーリー13-2,589,誰が偽天使ですか！,
429,メインストーリー13-2,592,良いんですかそこの天使さん、サキュバスと肩を並べて！,
429,メインストーリー13-2,606,今はあなたへの懲罰の方が重要です。天使を騙る魔物さん？,
429,メインストーリー13-2,620,私の同類じゃないわけないじゃん。,
429,メインストーリー13-2,634,別にどうでもよかったけどさぁ、,
429,メインストーリー13-2,648,だから、こうやってお灸を据えに来たってわけ。,
429,メインストーリー13-2,651,ですが、私を倒せると本気でお思いで？,
429,メインストーリー13-2,654,すさまじい強さを手に入れました。,
429,メインストーリー13-2,670,ナチュラルに私のこと無視しないでくれます？,
429,メインストーリー13-2,694,恐れられてきたんだけどなー？,
429,メインストーリー13-2,708,お似合いですね。,
429,メインストーリー13-2,726,馬鹿にしてるでしょあんた！,
429,メインストーリー13-2,731,血塗られた黒き翼ってまさか、,
429,メインストーリー13-2,734,誘いに乗らない男は全員拳で叩きのめしてきたというあの！？,
429,メインストーリー13-2,751,随分面白い経歴をお持ちで。ぷぷぷ。,
429,メインストーリー13-2,784,目的が一緒ってことでいいんだよね？,
429,メインストーリー13-2,798,こう見えて私、相当頭に来ていますので。,
429,メインストーリー13-2,812,立ち直れなかったかもしれません。,
429,メインストーリー13-2,828,天使ちゃんの落ち込んだところ見たかったのにざーんねん。,
429,メインストーリー13-2,912,ボッコボコにしてあげる☆,
429,メインストーリー13-2,930,例の堕天使、捕まったらしいですよ。,
429,メインストーリー13-2,935,そこでお店の宣伝をしだしたそうです。,
429,メインストーリー13-2,940,彼女は本当に今後悪いことをするつもりがないんでしょうね。,
429,メインストーリー13-2,954,逆にその名声を悪用しないことを祈ります。,
429,メインストーリー13-2,981,あなたに言いたいことがあるんでした。,
429,メインストーリー13-2,997,セ、セラさん？,
430,メインストーリー14-1,20,治療していこうと思います。,
430,メインストーリー14-1,34,いつだと思いますか？,
430,メインストーリー14-1,37,ピンチの時、ですかね？,
430,メインストーリー14-1,64,「イく直前」がそのピンチの時にあたるかと。,
430,メインストーリー14-1,80,つい従ってしまう男性が多いですから。,
430,メインストーリー14-1,94,そのような交渉術で出し抜かれた経験があるかもしれません。,
430,メインストーリー14-1,108,今日はあなたにしつこー……い寸止め治療を行うつもりです。,
430,メインストーリー14-1,147,ありますので、治療の前に少し下ごしらえしておきます。,
430,メインストーリー14-1,174,射精直前の気持ちよさを味合わせるんです。,
430,メインストーリー14-1,188,あともう少しで射精する寸前でおあずけされるつら～い寸止め……。,
430,メインストーリー14-1,222,頑張ってください。,
430,メインストーリー14-1,236,制限時間はありません。,
430,メインストーリー14-1,250,治療を突破する手段はありませんのでご注意を。,
430,メインストーリー14-1,264,寸止め快楽地獄、初めていきます。,
431,メインストーリー14-2,16,それなりの時間が経った。,
431,メインストーリー14-2,19,治療の効果は間違いなく出ている。,
431,メインストーリー14-2,28,「私欲のために人間を利用してはいけない」ということ。,
431,メインストーリー14-2,31,振舞っているらしい……。,
431,メインストーリー14-2,34,僕に言えない事情を色々抱えているらしい、というのも感じている。,
431,メインストーリー14-2,40,好きでいてくれているらしい、ということ。,
431,メインストーリー14-2,64,みんな大好きサキュバスちゃんのお店でーす☆,
431,メインストーリー14-2,80,お店の知名度が上がっちゃってさ～。,
431,メインストーリー14-2,100,もう人間の味方になるつもりなんですか？,
431,メインストーリー14-2,114,あれが商売の邪魔だっただけだけど。,
431,メインストーリー14-2,128,魔物より人間の方が好きかな～。,
431,メインストーリー14-2,142,堕天使じゃなくて良かったね？,
431,メインストーリー14-2,158,キャンキャン吠えてて面白かったよ～？,
431,メインストーリー14-2,163,疑っていたわけじゃないですけど。,
431,メインストーリー14-2,183,忘れてください。,
431,メインストーリー14-2,199,もったいぶらないでよ～。,
431,メインストーリー14-2,202,ただの言い間違いです。,
431,メインストーリー14-2,222,天使の中に堕天使っているんですか？,
431,メインストーリー14-2,264,そんなことされないんですもんね。,
431,メインストーリー14-2,279,もちろんです。,
431,メインストーリー14-2,285,意外だっただけなのか、それとも……）,
431,メインストーリー14-2,288,分からない……）,
431,メインストーリー14-2,301,あとは何が必要だっけ。,
431,メインストーリー14-2,304,あの店……。,
431,メインストーリー14-2,307,セラさんが真剣にローションを選別してたっけ）,
431,メインストーリー14-2,317,次は違うローションを試して欲しいのですか？,
431,メインストーリー14-2,324,セラさん！？,
431,メインストーリー14-2,338,ついお声がけしてしまいました。,
431,メインストーリー14-2,341,思い出して……。,
431,メインストーリー14-2,368,良ければご一緒していいでしょうか。,
431,メインストーリー14-2,419,もうそれなりに前のことですね。,
431,メインストーリー14-2,422,セラさんのことを探ろうとしていました。,
431,メインストーリー14-2,436,まぁ、無理もありません。,
431,メインストーリー14-2,463,最初から覚悟の上です。,
431,メインストーリー14-2,479,色仕掛けをしかけられてきたあなたなら、なおさら疑うでしょう。,
431,メインストーリー14-2,493,あなたが好きだと正直に伝えるようにしています。,
431,メインストーリー14-2,522,甘い考えは持ち合わせていませんが。,
431,メインストーリー14-2,536,誠意のある対応を心がけていきます。,
431,メインストーリー14-2,565,うーん、そうですね……。,
431,メインストーリー14-2,578,素敵なナースさん、だと思っています。,
431,メインストーリー14-2,613,そ、そういうわけでは……！,
431,メインストーリー14-2,627,冗談です。,
431,メインストーリー14-2,655,これからも精進します。,
431,メインストーリー14-2,664,今はただ純粋に……彼女のことが知りたいからだと思う）,
432,メインストーリー15-1,63,ニップレスを付けてるのが見えてる……ごくっ……）,
432,メインストーリー15-1,94,旅先で人間相手に騙されないための治療です。,
432,メインストーリー15-1,108,しかし、私は気づいたのです。,
432,メインストーリー15-1,124,あなたが油断していて危険なのではないか、と。,
432,メインストーリー15-1,138,バニーが色仕掛けしてくるような危険なカジノです。,
432,メインストーリー15-1,152,なんてことにならないように私が対策してあげます。,
432,メインストーリー15-1,155,カジノってそんなに危険なんですか？,
432,メインストーリー15-1,169,何せバニーガールがいますから。,
432,メインストーリー15-1,183,胸元がこんなに無防備です。,
432,メインストーリー15-1,193,簡単に男性を誘惑できてしまいます。,
432,メインストーリー15-1,203,掻き立てられでもしたら……。,
432,メインストーリー15-1,224,貢がせられないよう、治療を頑張っていきましょう。,
433,メインストーリー15-2,31,一つやらねばいけないことがありますね。,
433,メインストーリー15-2,47,トランプを用意しました。,
433,メインストーリー15-2,61,もとい、カジノで翻弄されないように予習をしましょう。,
433,メインストーリー15-2,77,私がディーラーをやりましょう。,
433,メインストーリー15-2,80,まさしくポーカーフェイスなセラさんは強そうですね。,
433,メインストーリー15-2,94,私たち天使の必須技術ですから。,
433,メインストーリー15-2,108,ゲームの始まりです。,
433,メインストーリー15-2,117,セラさんの方は……）,
433,メインストーリー15-2,164,それともブラフか……？）,
433,メインストーリー15-2,167,僕もこの手札で行きます！,
433,メインストーリー15-2,181,では、お互いの手札を公開しましょう。,
433,メインストーリー15-2,197,引き分けですね。,
433,メインストーリー15-2,200,多分僕の勝ちですね。,
433,メインストーリー15-2,217,同じ役なのに……！,
433,メインストーリー15-2,232,今のは前哨戦に過ぎませんから。,
433,メインストーリー15-2,287,しかもエース入りですよ。,
433,メインストーリー15-2,324,この勝負貰いました。,
433,メインストーリー15-2,340,どうですか、この手札に勝てますか？,
433,メインストーリー15-2,343,フルハウスより強いんでしたっけ？,
433,メインストーリー15-2,384,全然楽しくないです！,
433,メインストーリー15-2,398,しませんよね……？,
433,メインストーリー15-2,401,たまたまですよ！,
433,メインストーリー15-2,404,ね？,
433,メインストーリー15-2,418,まぁ、確率というものは収束しますからね。,
433,メインストーリー15-2,434,セラさんはどうだろう……？）,
433,メインストーリー15-2,467,あぁ……それなりの手札です。,
433,メインストーリー15-2,494,こちらはとっても強いですよ？,
433,メインストーリー15-2,497,本当ですかぁ……？,
433,メインストーリー15-2,511,嘘なんてついていません。,
433,メインストーリー15-2,529,あなたの手札と、「これ」を。,
433,メインストーリー15-2,533,セ、セラさん何を……,
433,メインストーリー15-2,543,ただ収まりが良かったのでここに入れただけです。,
433,メインストーリー15-2,553,こちらを手に取っていただけますか？,
433,メインストーリー15-2,556,役無しの手札だ……！）,
433,メインストーリー15-2,568,では、カードを谷間から抜き取ってください。,
433,メインストーリー15-2,588,私のおっぱいにないないしちゃいましょうね？,
433,メインストーリー15-2,609,はい、ありがとうございます。,
433,メインストーリー15-2,629,ではこのまま勝負しましょう。,
433,メインストーリー15-2,645,ふむ……勝利の味とは甘美なものですね。,
433,メインストーリー15-2,659,私が勝ち越すまで、何度でも。,
433,メインストーリー15-2,663,勃起した状態でポーカーを続けさせられた。,
434,メインストーリー16-1,20,心に付け入ってくるような相手への対策を行います。,
434,メインストーリー16-1,34,親切にしてくるものです……私は例外ですが。,
434,メインストーリー16-1,48,あなたが警戒すべき相手なのです。,
434,メインストーリー16-1,62,こんな言葉をかけてくる相手に気を付けてください。,
434,メインストーリー16-1,83,私があなたの、ママでちゅよー……。,
434,メインストーリー16-1,88,あ、赤ちゃん言葉……！？,
434,メインストーリー16-1,108,いけませんよ、そんな良い反応をしては。,
434,メインストーリー16-1,122,本当に危険なのは母性なんです。,
434,メインストーリー16-1,136,こういう言葉遣い、効いちゃいまちゅよね？,
434,メインストーリー16-1,153,そんなに私の赤ちゃんになりたいんでちゅか？,
434,メインストーリー16-1,180,（い、一体なにを……）,
434,メインストーリー16-1,183,（あれ！？　言葉が喋れない！？）,
434,メインストーリー16-1,197,赤ちゃんと同レベルにさせていただきました。,
434,メインストーリー16-1,211,良かったですね。,
434,メインストーリー16-1,225,全く無意味ですのでお気を付けください。,
434,メインストーリー16-1,239,あやしてあげまちゅね？,
435,メインストーリー16-2,14,そろそろクリニックに行こうかな。,
435,メインストーリー16-2,29,た、助けてぇ！,
435,メインストーリー16-2,32,街の結界を突破してきたのか！,
435,メインストーリー16-2,35,なんで剣を持ってきてないんだ！,
435,メインストーリー16-2,54,ここは危ないですよ！,
435,メインストーリー16-2,70,武器も持たずに立ち向かうなんて……全く、あなたという人は。,
435,メインストーリー16-2,97,精神に干渉して落ち着かせることにしましょう。,
435,メインストーリー16-2,143,「巣に帰りなさい」。,
435,メインストーリー16-2,170,これでもう大丈夫です。,
435,メインストーリー16-2,184,傷も治って大人しくなることでしょう。,
435,メインストーリー16-2,202,もしかして天使様……！？,
435,メインストーリー16-2,229,あのレベルの魔物は手に余ると思い少し手助けしたまでです。,
435,メインストーリー16-2,243,ではこれで。,
435,メインストーリー16-2,248,助けてくれたんだからお礼させてくれ！,
435,メインストーリー16-2,251,いつの間にか消えてる……！？,
435,メインストーリー16-2,294,他の方に囲まれてしまいましたので。,
435,メインストーリー16-2,297,持ち切りですよ。天使様が街を救ってくれた～って。,
435,メインストーリー16-2,300,みんなの信仰心が高まってます。,
435,メインストーリー16-2,303,魔物を退治したのは自分だって名乗り出なくて。,
435,メインストーリー16-2,317,この街は私の管轄ですから。,
435,メインストーリー16-2,333,まぁ、この場所が配属先だというだけです。,
435,メインストーリー16-2,347,削ぐことになりますから、干渉するのは必要最低限にしていますが。,
435,メインストーリー16-2,363,あなたには助けが必要ですので。,
435,メインストーリー16-2,368,他の人にも頼られちゃいそうですね。,
435,メインストーリー16-2,382,私を見ても私だと分からないようにしていますから。,
435,メインストーリー16-2,398,ご安心ください。,
435,メインストーリー16-2,401,僕にはその魔法、かけなくていいんですか？,
435,メインストーリー16-2,436,ご、ごめんなさいそんなつもりじゃ……！,
436,メインストーリー17-1,20,煽る治療を行ったのを覚えていますか？,
436,メインストーリー17-1,36,今度はシンプルな喘ぎ声の演技に挑戦してみようかと。,
436,メインストーリー17-1,50,強制的に高ぶらせるのです。,
436,メインストーリー17-1,64,お耳をこちらへ。,
436,メインストーリー17-1,81,おちんちんおっきくて、声、出……あぁんっ……♡」,
436,メインストーリー17-1,93,とんとんされたら墜ちちゃう……っ、うぅぅ……っ♡」,
436,メインストーリー17-1,96,それはそれで煽られてる感じがして……っ）,
436,メインストーリー17-1,116,本気にしましたか？,
436,メインストーリー17-1,130,黙ってしまいました。,
436,メインストーリー17-1,144,騙されないように気を付けてくださいね？,
437,メインストーリー17-2,17,あー……いたたた……。,
437,メインストーリー17-2,36,どこかぶつけましたか？,
437,メインストーリー17-2,39,発作みたいなものです。,
437,メインストーリー17-2,42,後遺症がずっと残ってるんですよね。,
437,メインストーリー17-2,64,失礼します。,
437,メインストーリー17-2,78,こんなになるまで頑張ってしまって……。,
437,メインストーリー17-2,92,勉強して痛みを和らげる方法を探してみます。,
437,メインストーリー17-2,108,でも、この傷とも長い付き合いですから。,
437,メインストーリー17-2,111,あんなに重い一撃をもらったのは初めてだったので。,
437,メインストーリー17-2,125,今のあなたなら大丈夫だと思いますが、気を付けてください。,
437,メインストーリー17-2,141,どうかしましたか？,
437,メインストーリー17-2,145,分かったんですか……？,
