file,entry_id,event_name,map_name,scene_type,speaker_clean,speaker_raw,original_jp,vietnamese
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"ですが、美味しいケーキを食べたり、
あなたにリードしてもらったりして気がほぐれました。","Nhưng được ăn bánh ngọt ngon lành,
và được anh dẫn dắt nên tâm trạng em đã thoải mái hơn nhiều."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"エスコート、お上手でしたよ。
ふふ。","Anh hộ tống giỏi lắm đấy.
Hì hì."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"心情代弁の治療をなぜ思いついたのか、気になりますか？
確かに少々特殊な施術方法でしたからね。","Anh tò mò tại sao em lại nghĩ ra phương pháp trị liệu diễn đạt tâm trí sao?
Đúng là cách trị liệu đó hơi đặc biệt một chút."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"お恥ずかしながら、あなたが心の中では
あのように喘いでいたら可愛いなと思い、治療に組み込んでみました。","Thật xấu hổ khi phải nói ra,
nhưng em nghĩ nếu trong lòng anh đang rên rỉ như thế thì đáng yêu biết mấy, nên em đã đưa vào trị liệu."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"実際に心を読んでいるわけではないので
私の希望的観測で心情を想像しただけですが。","Thực ra em không đọc được suy nghĩ của anh,
chỉ là em tự tưởng tượng ra theo mong muốn của bản thân thôi."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"でも今のあなたはとても分かりやすいですよ。
「早くセラさんに甘えたいよ～♡」って顔に書いてあります。","Nhưng anh bây giờ thì dễ đoán lắm đấy.
Trên mặt hiện rõ chữ ""Muốn nhanh được làm nũng với em Sera~♡"" kìa."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"ちゃんと後で癒してあげますから、
良い子にして待ちましょうね？","Tí nữa em sẽ chữa lành đàng hoàng cho anh,
nên hãy ngoan ngoãn chờ đợi nhé?"
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"この間モンスター娘との戦績を聞きましたが、
連戦連敗でしたね。","Vừa rồi em có nghe thành tích chiến đấu của anh với các Monster Girl,
anh toàn thua liên tiếp đúng không."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"……そんな怖がった表情をしないでください。
今は叱ったりしませんよ。","...Anh đừng làm vẻ mặt sợ hãi như thế chứ.
Bây giờ em không mắng anh đâu."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"おちんちんいじめられてつらかったですね。
よしよし。","Con cu bị hành hạ chắc khó chịu lắm đúng không.
Ngoan nào, ngoan nào."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"もう大丈夫ですよ。ここにはあなたのことを大好きな
ナースさんしかいませんから。","Không sao đâu. Ở đây chỉ có cô y tá
người luôn yêu thương anh nhất thôi."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"一緒におちんちん強くして、
また叱られないように頑張りましょうね。","Chúng ta sẽ cùng làm cho con cu mạnh mẽ hơn,
để lần sau không bị mắng nữa nhé."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"私はナースとしての経験はまだまだ浅いですから、
正直なところ医療知識は少ないです。","Kinh nghiệm làm y tá của em vẫn còn nông cằn,
thực sự thì kiến thức y khoa của em không nhiều."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"回復魔法も不得意ですし、人間用の道具で
治療する程度しか今はできません。","Phép hồi phục em cũng không giỏi,
hiện tại chỉ có thể chữa trị bằng dụng cụ của con người."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"ですが私も日々勉強しています。
特にあなたのメンタルケアなら他の誰よりもできるはずです。","Nhưng em vẫn đang học hỏi mỗi ngày.
Đặc biệt là việc chăm sóc tâm lý cho anh thì em tự tin giỏi hơn bất kỳ ai."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"例えば、あなたがおっぱいフェチだと知っているので、
おっぱいを揉むと癒されることも把握しています。","Ví dụ như em biết anh là kẻ cuồng ngực,
nên em nắm rõ việc bóp ngực sẽ giúp anh thư giãn."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"……どうですか？
この知識、合っていますか？","...Thế nào?
Kiến thức này có đúng không?"
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,[Choice],[Choice],胸を揉む,Bóp ngực
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,[Choice],[Choice],胸を揉まない,Không bóp ngực
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"ん……♡
やっぱりそうですよね？","Ưm...♡
Quả nhiên là đúng rồi nhỉ?"
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"あなたは特に、自分から強引に揉むより
女性に揉む許可を貰う方が好きなのも知っています。","Em còn biết rõ anh thích được nữ giới cho phép bóp ngực
hơn là tự mình xông vào bóp cưỡng ép nữa cơ."
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"物理的にだけでなく、精神的にも包まれたいという願望、
私だけは分かっていますからね。",Để em giúp anh thư giãn thật nhiều bằng đôi chân này nhé.
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"おや、恥ずかしがってしまいましたか。
あなたの照れをほだす方法をもっと勉強しないとですね。",Anh chỉ việc nằm yên và tận hưởng thôi.
CommonEvents,372,アフターケア3-1,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,後ろから抱きしめながら可愛がってあげますね？,Em sẽ cọ chân thật dịu dàng cho anh...
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"ここからだとお耳が近くて
とっても囁きやすいです。","Sột soạt, sột soạt..."
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"あなたを労わる言葉をここから直接
注ぎ込んであげますね。",Thế nào? Cảm giác trơn mịn của đôi chân em có thích không?
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"いつも治療を頑張って偉いですよ。
格好良いですね。","Anh không cần kiềm chế đâu, cứ tự nhiên sướng đi nhé."
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"おちんちん勃起できて素敵です。
そのままじっくりお精子を作りましょう。","Dù là cọ bằng chân, em cũng sẽ làm cho anh thấy sướng mê mệt."
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"ぴゅっぴゅーってお射精して気持ちよくなるの、
楽しみですね。",Nhìn con cu của anh giật giật giữa hai bàn chân em kìa...
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"たくさん頭をなでなでしてあげますね。
よしよし。",Đáng yêu quá đi...
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"いい子いい子。
なでなで、なでなで。",Anh muốn xuất tinh chưa?
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"私にもたれかかって、リラックスしてください。
ちゃんと受け止めていてあげます。",Cứ bắn thẳng vào chân em nhé.
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"何も考えず、私から与えられる癒しを
享受してください。",Bắn ra nhiều tinh dịch nóng hổi nào...
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"私はそんなあなたを見て癒されるので
お気遣いなく。","Đúng rồi, ngoan lắm..."
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"足で優しく、しこしこ……。
どうですか？　気持ち良いですか？",Em sẽ lau sạch sẽ cho anh nhé.
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"足の下でぴくぴくと反応しています。
お返事お上手ですね。",Lần sau chúng ta lại cùng làm tiếp nhé.
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"足コキで興奮するのは恥ずかしいことじゃないですよ。
感じてしまって大丈夫です。",Anh có muốn thử cảm giác cọ chân nhanh hơn một chút không?
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"女の子の体で欲情するのは普通のこと。
いたって普通の性癖です。",Để em tăng tốc độ lên xem anh chịu đựng được bao lâu nhé.
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"踏まれて射精できたらとっても男らしいですよ。
だから安心して精子のぼらせてください。",Xoẹt xoẹt xoẹt xoẹt...
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"速めに扱いて欲しいですか？
では……しこしこしこしこ。",Biểu cảm kiềm chế của anh trông kích thích lắm đấy.
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"スピードが速くても雑にならないよう
丁寧に足を動かしますよ。","Dù tốc độ nhanh nhưng em vẫn di chuyển chân cẩn thận
để không bị thô bạo đâu."
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"痛みは絶対に伴わないよう、気持ちよさだけを
おちんちんに与えてあげます。","Tuyệt đối không gây đau đớn, em sẽ chỉ mang lại sự sướng khoái
cho con cu của anh thôi."
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"足コキは意地悪なイメージがありますが、
時には足に甘えたい時もありますもんね。","Mọi người hay nghĩ cọ chân là hành động xấu xa,
nhưng đôi khi anh cũng muốn làm nũng với đôi chân đúng không?"
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"そんな需要も私が満たしてあげます。
しこしこしこしこ……♡","Nhu cầu đó em cũng sẽ đáp ứng cho anh.
Sột soạt sột soạt...♡"
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"いいですよ。
私の足の間でぴゅってしましょう。","Tốt lắm.
Hãy bắn phọt ra giữa hai chân em đi nào."
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"はい、ぴゅるる～♡
熱いお精子出せましたね。","Đó, phọt phọt~♡
Bắn ra toàn tinh dịch nóng hổi rồi kìa."
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,セラ,\C[4]セラ,"足でゆっくりしごきあげて尿道に残ってるのも
ちゃんと搾り取ってあげます。","Em sẽ dùng chân từ từ vắt cạn phần tinh dịch còn sót lại
trong niệu đạo cho anh nhé."
CommonEvents,373,アフターケア3-2,アフターケア3,18+_AfterCare,,,装備品\c[1]「ヒールハート」\c[0]を手に入れた！,Đã nhận được Trang bị \c[1]Trái Tim Chữa Lành\c[0]!
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,先日お酒を飲みましたが、あまりあの時の記憶が無いんですよね……。,"Hôm nọ em có uống chút rượu, nhưng ký ức lúc đó em không nhớ rõ lắm..."
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"私、酔っていましたか？
変なことを言ってしまっていませんか？","Em có bị say quá không?
Có lỡ nói điều gì kỳ lạ không anh?"
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,[Choice],[Choice],こと細かく教える,Kể lại chi tiết
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,[Choice],[Choice],ごまかす,Nói lảng sang chuyện khác
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"へっ……？
私がそんなことを……？","Hả...?
Em mà lại làm thế sao...?"
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"そ、そんなはずは……。
ナースである私がそんなふしだらなことをするはずが……！","S-Sao có thể như thế được...
Em là y tá sao lại làm chuyện phóng đãng như vậy chứ...!"
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,……お願いします、忘れてください……。,"...Xin anh đấy, hãy quên chuyện đó đi..."
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"少々機嫌が良くなっていた？
そうですか。","Tâm trạng em lúc đó có vẻ tốt hơn một chút sao?
Vậy à."
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"なのに記憶を無くしてしまうなんて
なんだかもったいないですね。","Vậy mà lại mất trí nhớ
thì hơi tiếc nhỉ."
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"次飲酒する際は今みたいに
自分の様子を録画してみても良いかもしれません。","Lần sau uống rượu có lẽ em nên
ghi hình lại bộ dạng của mình như bây giờ xem sao."
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"この間のカウントダウンは
お気に召していただいたみたいですね。","Màn đếm ngược lần trước
có vẻ như anh rất thích nhỉ."
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,私としても良いデータが取れました。,Bản thân em cũng thu thập được dữ liệu rất tốt.
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"アフターケアにも使えそうでしょうか。
試してみましょう。","Có vẻ ứng dụng vào Aftercare được đấy.
Chúng ta thử xem sao nhé."
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,3……♡,3……♡
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,2……♡,2……♡
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,1……♡,1……♡
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,ちゅっ♡,Chụt♡
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"どうですか？
普通のちゅーよりドキドキしましたか？","Thế nào?
Anh có thấy hồi hộp hơn nụ hôn bình thường không?"
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,またあのサキュバスに会いに行ってたんですね。,Anh lại đến gặp cô ả Succubus đó nữa rồi đúng không.
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"……おっと、すみません。
ケアの最中は叱責しない約束でした。","...Ối, xin lỗi anh.
Em đã hứa là không mắng mỏ trong lúc Aftercare rồi mà."
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"その……あなたが彼女と話す時、
私の時より距離が近い気がするのです。","Chuyện là... khi anh nói chuyện với cô ta,
em có cảm giác khoảng cách gần hơn so với lúc ở cạnh em."
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"物理的な距離ではなく、精神的な距離と言いますか……。
友人のような空気感と言いますか……。","Không phải khoảng cách vật lý, mà là khoảng cách tinh thần...
Giống như bầu không khí của những người bạn vậy..."
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"あぁ、だめです。彼女の話は機嫌が悪くなってしまいます。
別の話をしましょう。","À, không được rồi. Nhắc đến cô ta là tâm trạng em lại tồi tệ đi.
Mình nói chuyện khác đi."
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,先日の子供になる薬はいわゆる若返り薬の一種です。,Loại thuốc biến thành trẻ con hôm nọ là một loại thuốc trẻ hóa.
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"身体の自然治癒力を強化する薬を作ろうとした結果
副産物として生まれたとか。","Nghe nói nó là sản phẩm phụ sinh ra trong quá trình
tạo ra loại thuốc tăng cường khả năng tự chữa lành của cơ thể."
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"また、おちんちん小っちゃくしてもらって
大きい私に甘えたいですか？","Anh lại muốn biến con cu nhỏ lại
rồi làm nũng với cơ thể to lớn của em sao?"
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"精通した時みたいな気持ち良い射精、
またしたいですか？","Anh lại muốn xuất tinh sướng
như lần mộng tinh đầu tiên đúng không?"
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,じゃあ、後であの薬、また飲んじゃいましょうか♡,Thế thì tí nữa chúng ta lại uống loại thuốc đó tiếp nhé♡
CommonEvents,374,アフターケア4-1,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"さ、こちらをお飲みください。
また私がお姉ちゃんになってあげます♡","Nào, xin hãy uống cái này.
Em sẽ lại làm chị gái của anh nhé♡"
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"……っ♡
そう呼ばれるのは効きますね……。","... ah♡
Bị gọi như vậy kích thích thật đấy..."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"こほん。
はい、お姉ちゃんですよ。","Khụ.
Vâng, chị gái đây."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"どうしたのかな僕くん。
甘えたくてお姉ちゃんのこと呼んだのかな？","Sao thế bé ngoan.
Muốn làm nũng nên gọi chị gái à?"
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"もっと呼んでいいよ。
私はあなただけのお姉ちゃんだから。","Cứ gọi nhiều nữa đi.
Chị là chị gái của riêng em mà."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"遠慮せずに体重かけていいよ。
お姉ちゃんは自分のものだって主張していいんだよ。","Đừng ngại mà cứ dựa hẳn vào chị đi.
Em có quyền khẳng định chị gái là của riêng em mà."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"んっ……♡
小さいおちんちんを頑張って奥に挿入していますね。","Ưm... ah♡
Em đang cố gắng đưa con cu nhỏ vào sâu bên trong nhỉ."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"お姉ちゃんを気持ちよくしたくて
頑張っているんですか？","Em đang cố gắng
để làm chị sướng sao?"
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,必死になっててすっごく可愛いです。,Em liều mạng cố gắng trông đáng yêu lắm.
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"子宮口に全然届いていないのに、
お股がきゅんきゅんしちゃいます……。","Hoàn toàn chưa chạm đến cửa tử cung,
mà háng chị đã co thắt lại rồi..."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"イく時もちゃんと種付けできるように
お腰ぐりぐりってしましょうね","Để lúc ra cũng có thể cấy giống đàng hoàng
thì hãy ngoáy hông đi nhé."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"今のあなたにおまんこの刺激は強すぎますから
ゆっくり慣らしていきましょう。","Kích thích từ chỗ đó của chị bây giờ quá mạnh với em
nên hãy từ từ làm quen nhé."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"お腰を、へこ、へこと動かすんですよ。
んっ……♡","Hãy di chuyển hông, thụt, thụt nhé.
Ưm... ah♡"
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"良い調子です。きっと中で皮が剥けて
大人ちんちんになっていると思います。","Tiến triển tốt đấy. Chắc chắn bên trong da đã lột ra
và trở thành con cu người lớn rồi."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"亀頭への刺激はとても強いですが、
腰を引かないように頑張れますか？","Kích thích vào quy đầu rất mạnh,
nhưng em cố gắng đừng lùi hông lại nhé?"
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"んっ、ピストンでお返事えらいです。
恰好良いですよ。","Ưm, đáp lại bằng cách nhấp giỏi lắm.
Trông bảnh lắm đấy."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"んっ……へこへこするのお上手です。
身体は小さくても男の子ですね。","Ưm... thụt ra thụt vào giỏi lắm.
Dù cơ thể nhỏ bé nhưng vẫn là con trai nhỉ."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"がんばれがんばれ。
セックスがんばれ。","Cố lên cố lên.
Làm tình cố lên."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"全力で腰を振ってもこの体格差では
私の体はビクともしませんからご遠慮なくどうぞ。","Dù em có dập hông hết sức thì với chênh lệch thể hình này
cơ thể chị cũng không hề hấn gì đâu, nên cứ tự nhiên nhé."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"んっ♡　腰が打ち付けられてぺち、ぺちと
乾いた音が鳴ってえっちですね。","Ưm♡ Hông đập vào nhau tạo ra âm thanh bép, bép
khô khốc nghe dâm đãng quá nhỉ."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"興奮して愛液が溢れてしまいます。
あなたもお好きにお漏らししてくださいね。","Chị hưng phấn quá nên dâm dịch trào ra rồi.
Em cũng cứ thoải mái rỉ nước ra đi nhé."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"もうぴゅってしますか？
はい、どうぞ中出ししてください。","Em sắp bắn phọt ra rồi sao?
Vâng, xin hãy xuất tinh trong đi."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"んっ、う……っ♡
沢山出てます、いい子ですよ。","Ưm, ư... ah♡
Ra nhiều lắm, bé ngoan."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,セラ,\C[4]セラ,"この姿になると、いつも以上に
甘えんぼするのがお上手になりますね。","Trở thành hình dáng này,
em làm nũng giỏi hơn bình thường đấy."
CommonEvents,375,アフターケア4-2,アフターケア4,18+_AfterCare,,,装備品\c[1]「ミラーハート」\c[0]を手に入れた！,Đã nhận được Trang bị \c[1]Gương Trái Tim\c[0]!
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"天使ちゃんって秘密主義だし嫉妬深いし
すぐキレるし何がいいの？","Đồ bơi này của em thế nào ạ?
Bộ ngực phập phồng căng tròn đúng không?"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"お兄さんって面倒くさい女が好きなタイプ？
苦労するよ～？","Hê hê♡ Cứ ngắm thoải mái đi nhé.
Tiện thể làm cho con cu anh cứng ngắc luôn nào♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,[Choice],[Choice],セラさんのこと嫌い？,"A~a, cứng ngắc mất rồi kìa♡
Muốn được em chữa lành bằng bộ ngực này lắm đúng không?♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"うん。
だって天使だもん。","Hì hì, được thôi♡
Em sẽ cưng nựng anh bằng cặp núi đôi trơn mịn này nhé♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"まぁ、すぐ浄化しようとしてくる
他の天使よりはましだけど。","Nào, mau úp mặt anh vào ngực em đi♡
Súp súp...♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"からかって遊べるから
天使の中では一番好きだよ？","Ưm... ah♡
Được kẹp mặt vào ngực sướng lắm đúng không?♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"お兄さんのことどう思ってるか知りたいの？
もちろんだ～い好きだよ♡","Cứ vùi mặt vào ngực em
rồi sướng đi nhé."
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"私のお店を懇意にしてれる人は
みんな大好き♡","Ưm... ah♡
Bắn xa quá...♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"……なんて、他のお客さんに嫉妬しちゃった？
大丈夫、一番好きなのはお兄さんだよ♡","Ngoan ngoan.
Thế này là có sức cho buổi trị liệu tiếp theo rồi nhé."
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"だってお兄さんは商品を買ってくれるだけじゃなくて
イジっても面白いもん。","Thế nào? Được em liếm tai có sướng không?♡
Chẹp chẹp chẹp...♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"こんな風に……ちょっと悪戯すると
すぐ顔あか～くするんだもん……♡","Đầu lưỡi trơn trượt ngoáy sâu vào trong ear nà♡
Ưm... ah♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"こんな面白い人、中々いないよ？
いっそのこと私のものにしちゃおっかな～……♡","Anh thở dốc dâm đãng quá đấy♡
Thích đến mức đó sao?♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"私に買われたくなったらいつでも言ってね？♡
なんちゃって♡　くすくすくす……♡","Vậy em sẽ liếm sâu hơn nữa nhé♡
Chẹp chẹp chẹp...♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"え？　モンスター娘に甘えようとしてる？
お兄さん危機管理能力無いの？","Ưm... ah♡
Con cu giật bắn lên rồi kìa♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"まぁ、うちのお得意様だしちょっとくらいは
サービスしてあげてもいいけど。","Bắn hết tinh dịch vào miệng em đi nào...♡
Chẹp...♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,ほら、こっちおいで。,"Nào, chột chột...♡
Ra nhiều tinh dịch ướt đẫm miệng em rồi nà♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"よしよし。
お兄さんはいつも頑張ってえらいね。","Ngoan lắm♡
Uống hết tinh dịch của anh rồi nhé♡"
CommonEvents,376,アフターケア5-1,アフターケア5,18+_AfterCare,サキュバス,\C[5]サキュバス,"私の前では気を張らなくて良いよ。
肩の力なんて抜いちゃえ。","Anh trai à, anh có biết khuôn mặt lúc được chữa lành của anh trông dâm đục lắm không?♡"
